chrom	start	end	A549_WT_01dex_A	A549_WT_01dex_B	A549_WT_0dex_A	A549_WT_0dex_B	A549_WT_100dex_A	A549_WT_100dex_B	U20S_WT_01dex_A	U20S_WT_01dex_B	U20S_WT_0dex_A	U20S_WT_0dex_B	U20S_WT_100dex_A	U20S_WT_100dex_B
5575	chr14	103188740	103189410	2	21	10	25	12	15	0	1	0	0	0	0
5576	chr14	103198780	103199380	13	24	20	23	10	9	0	0	0	0	0	0
5577	chr14	103232380	103232820	6	22	6	14	5	10	0	0	0	0	0	0
5578	chr14	103232840	103233160	2	6	2	10	3	6	0	0	0	0	0	0
5579	chr14	103253440	103253820	8	32	13	17	11	11	0	0	0	0	0	2
5580	chr14	103257000	103257550	12	18	6	11	8	7	1	0	1	0	0	0
5581	chr14	103260100	103261220	59	109	75	126	82	66	7	11	2	14	3	15
5582	chr14	103576670	103576950	8	21	8	24	28	12	11	4	2	11	0	7
5583	chr14	103879780	103880460	9	27	20	39	18	25	0	2	1	1	1	4
5584	chr14	104275350	104276010	2	4	0	3	2	0	19	6	26	19	7	9
5585	chr14	104666170	104666430	4	6	1	9	2	2	8	4	1	4	2	2
5586	chr14	104677210	104678750	189	522	198	611	329	342	113	131	93	164	42	137
5587	chr14	104680360	104680990	76	283	93	223	64	133	9	19	22	34	5	16
5588	chr14	104681690	104682270	38	89	38	135	52	52	15	13	10	28	2	3
5589	chr14	104687710	104688490	99	308	110	297	95	111	15	21	18	24	3	9
5590	chr14	104732370	104732810	7	55	26	43	38	58	7	13	5	8	3	5
5591	chr14	104732920	104733400	22	77	20	47	50	42	6	12	5	11	5	9
5592	chr14	104815230	104816620	218	432	234	542	315	359	135	212	148	196	68	288
5593	chr14	104826380	104826930	5	39	21	57	11	47	10	27	15	20	3	19
5594	chr14	104827540	104827970	9	19	6	25	12	15	1	3	5	4	3	2
5595	chr14	104843800	104844160	14	13	13	14	12	13	0	0	0	2	0	0
5596	chr14	104933140	104933630	30	61	25	70	25	36	35	33	45	40	9	63
5597	chr14	104967150	104967700	39	88	32	113	45	49	15	25	14	37	9	40
5598	chr14	104968100	104968480	43	83	26	102	67	53	20	21	11	31	17	13
5599	chr14	104968670	104969390	94	239	166	239	134	151	41	48	40	67	20	23
5600	chr14	105024180	105024590	20	55	16	45	16	22	11	22	16	32	4	13
5601	chr14	105024740	105025240	21	64	16	62	26	48	11	14	14	21	7	14
5602	chr14	105086710	105088090	214	593	296	692	284	352	89	82	95	128	46	76
5603	chr14	105091640	105092310	77	406	125	323	103	164	15	23	18	19	9	17
5604	chr14	105092850	105094310	150	522	203	539	274	246	41	80	94	123	30	72
5605	chr14	105411070	105411320	14	20	14	31	15	15	10	14	7	15	9	12
5606	chr14	105411340	105411620	17	19	18	34	28	27	17	18	12	18	12	14
5607	chr14	105414930	105415370	26	82	66	102	61	77	11	13	6	20	5	18
5608	chr14	105480860	105481370	35	179	57	188	86	123	34	58	46	58	19	46
5609	chr14	105528190	105528770	29	63	36	77	30	59	14	22	9	17	8	24
5610	chr15	22257330	22257850	19	51	32	40	50	29	0	0	0	0	0	0
5611	chr15	23484870	23485100	16	24	18	19	15	38	0	0	0	0	0	1
5612	chr15	23869410	23869860	0	0	0	0	0	0	5	16	20	11	6	29
5613	chr15	23877960	23878310	0	0	0	0	0	0	17	6	7	10	6	10
5614	chr15	24772940	24773460	0	0	1	0	0	0	76	72	60	69	27	119
5615	chr15	24847890	24848480	1	4	3	2	3	2	15	23	11	19	5	43
5616	chr15	24877910	24878720	1	1	0	2	0	0	52	78	24	85	31	109
5617	chr15	24956010	24956990	32	111	39	131	78	67	93	102	52	117	63	164
5618	chr15	25504130	25504750	0	1	0	0	0	0	10	13	2	3	2	22
5619	chr15	25785190	25785770	0	6	2	0	2	4	17	4	7	7	5	7
5620	chr15	25830640	25831420	3	11	2	10	8	5	23	19	20	27	7	13
5621	chr15	25850050	25851060	28	80	34	80	61	52	86	84	45	88	23	77
5622	chr15	25877410	25878100	1	0	0	0	1	0	9	14	2	21	4	12
5623	chr15	25883790	25884830	9	11	12	14	10	5	112	106	67	143	29	86
5624	chr15	25892110	25892850	5	3	2	5	11	5	31	19	7	13	15	30
5625	chr15	25933430	25933700	2	4	0	3	2	2	8	2	1	8	0	4
5626	chr15	25933820	25934210	3	12	5	12	8	8	8	8	9	6	2	11
5627	chr15	26082100	26082800	25	103	29	104	50	93	72	110	37	76	29	112
5628	chr15	26449220	26449730	0	0	0	0	0	0	10	8	8	24	3	13
5629	chr15	26615280	26616040	61	129	60	148	68	78	5	4	3	2	2	1
5630	chr15	26616060	26616420	17	29	5	32	6	12	2	2	2	0	0	5
5631	chr15	26967730	26968010	0	3	0	0	0	1	5	10	3	6	3	6
5632	chr15	27263710	27264180	0	0	0	0	0	0	19	11	6	11	5	13
5633	chr15	27686010	27687060	0	1	1	0	0	1	26	21	27	57	9	17
5634	chr15	27770040	27770920	0	0	0	0	1	1	44	30	30	40	17	49
5635	chr15	27771170	27771520	0	0	0	0	0	0	20	24	14	31	9	28
5636	chr15	27843880	27844320	0	0	0	0	0	0	9	5	6	9	4	7
5637	chr15	27844340	27844580	0	0	0	0	1	0	4	4	10	2	2	2
5638	chr15	28896920	28897070	0	3	1	3	2	1	4	3	3	1	0	3
5639	chr15	33098140	33098800	2	1	1	0	0	1	45	17	10	41	7	15
5640	chr15	33154230	33155100	9	8	3	5	33	15	48	19	14	7	15	15
5641	chr15	33201850	33202240	37	42	33	51	46	41	5	1	2	6	1	2
5642	chr15	33278880	33279240	17	42	26	21	29	31	5	1	1	0	4	0
5643	chr15	33985200	33985780	0	8	1	3	7	1	1	7	1	3	6	19
5644	chr15	33985800	33985950	1	0	0	0	1	0	1	0	0	0	6	11
5645	chr15	34047480	34047790	0	1	0	2	0	4	5	4	4	9	1	2
5646	chr15	34048190	34048470	0	0	0	1	1	2	6	2	4	6	0	6
5647	chr15	34230210	34230560	18	40	18	33	33	37	40	19	15	25	10	31
5648	chr15	34239300	34239610	2	6	4	7	6	0	26	7	6	18	5	14
5649	chr15	34437710	34438040	0	2	1	1	0	0	14	19	5	9	5	22
5650	chr15	34514170	34514760	8	23	14	35	14	28	10	30	10	20	14	32
5651	chr15	34514780	34515110	7	13	9	16	13	16	15	16	20	13	15	25
5652	chr15	34582580	34583170	18	44	20	54	21	47	37	52	22	46	24	61
5653	chr15	34583400	34584060	120	280	150	404	124	196	113	175	95	147	78	244
5654	chr15	34584500	34585080	10	52	5	33	20	18	53	93	28	79	25	85
5655	chr15	34587740	34588590	25	93	32	65	43	58	144	213	79	202	42	215
5656	chr15	34721650	34722360	11	37	15	38	17	18	5	5	3	4	5	4
5657	chr15	34722520	34722800	4	10	10	13	6	7	1	1	0	3	0	0
5658	chr15	34810430	34811150	45	82	50	78	60	34	34	31	22	59	11	20
5659	chr15	35018450	35019050	3	2	3	6	3	6	10	11	5	12	5	10
5660	chr15	35306550	35307010	8	8	6	3	33	13	7	13	0	1	2	11
5661	chr15	35308930	35309560	5	3	0	1	30	13	20	13	0	4	8	28
5662	chr15	35696690	35697070	0	1	0	0	0	0	23	12	4	19	3	8
5663	chr15	35697190	35698150	2	7	5	5	2	5	44	47	30	92	7	19
5664	chr15	35723740	35724140	0	0	0	0	0	0	3	5	5	2	0	1
5665	chr15	37879920	37880470	0	0	0	0	0	0	12	9	3	16	4	12
5666	chr15	37900310	37900640	1	0	0	0	0	1	6	3	3	3	1	5
5667	chr15	38072230	38073520	45	108	60	98	70	73	113	98	73	101	46	110
5668	chr15	38251200	38251550	5	16	2	19	4	8	8	11	3	13	0	9
5669	chr15	38593380	38593900	2	5	2	6	0	1	5	8	2	5	3	10
5670	chr15	38714020	38715250	0	7	2	9	6	4	138	99	69	168	29	75
5671	chr15	38883940	38884500	0	2	2	0	2	2	17	11	5	4	8	11
5672	chr15	39075420	39075850	0	0	0	0	0	0	2	2	4	9	2	3
5673	chr15	39079190	39079510	2	17	7	14	5	5	0	6	2	11	0	5
5674	chr15	39127920	39128710	6	9	4	11	2	4	38	23	6	22	15	30
5675	chr15	39139890	39140640	6	23	15	13	5	8	31	17	16	19	5	18
5676	chr15	39171940	39173490	0	6	5	8	7	6	171	163	55	94	91	189
5677	chr15	39181700	39182200	11	10	7	16	24	12	3	1	0	1	5	4
5678	chr15	39192080	39192430	0	0	0	0	0	1	17	7	10	20	6	17
5679	chr15	39195660	39196530	2	4	2	1	12	5	52	33	16	23	9	47
5680	chr15	39211580	39211930	0	1	0	1	0	0	171	176	34	120	53	135
5681	chr15	39211950	39212220	1	0	1	1	0	0	68	104	28	97	47	94
5682	chr15	39213200	39214160	1	2	0	0	2	0	114	108	58	116	55	116
5683	chr15	39232110	39233080	1	0	2	2	3	1	55	28	14	14	15	49
5684	chr15	39238670	39239410	0	0	0	0	1	1	36	25	5	6	21	29
5685	chr15	39248130	39248720	1	1	1	1	1	2	7	5	9	3	5	3
5686	chr15	39270490	39271930	0	2	0	0	3	5	97	70	37	58	45	123
5687	chr15	39283490	39284000	0	0	0	1	1	0	14	12	1	1	7	15
5688	chr15	39287390	39288140	0	0	0	1	0	0	29	17	7	8	10	27
5689	chr15	39300130	39300600	1	0	1	0	1	1	25	7	9	10	1	10
5690	chr15	39642030	39642510	0	1	0	0	1	2	5	3	2	7	1	2
5691	chr15	39730540	39730980	3	7	7	13	21	9	1	1	2	0	0	0
5692	chr15	39746240	39746490	6	4	1	2	11	6	1	0	0	0	0	0
5693	chr15	39918720	39918990	5	6	6	7	2	0	6	7	3	13	1	4
5694	chr15	39932740	39933080	0	0	0	0	1	0	9	11	2	8	6	9
5695	chr15	40069070	40069660	15	37	16	30	26	23	10	12	6	20	9	11
5696	chr15	40081620	40082090	6	14	7	13	7	8	7	10	8	14	12	10
5697	chr15	40098540	40099230	15	54	23	76	19	35	26	34	22	48	8	34
5698	chr15	40103090	40103890	4	10	8	9	5	9	37	34	7	15	11	40
5699	chr15	40266840	40267160	0	8	1	8	1	1	7	4	5	5	1	8
5700	chr15	40338570	40339910	80	156	88	163	107	87	392	368	272	439	87	240
5701	chr15	40343310	40344120	5	7	4	5	8	4	25	26	8	32	11	22
5702	chr15	40379840	40380190	9	13	11	16	15	9	12	3	7	5	1	4
5703	chr15	40688860	40689320	10	26	10	35	18	11	13	15	8	19	5	18
5704	chr15	40787320	40788050	22	40	7	40	34	24	15	8	3	10	6	10
5705	chr15	40825490	40826380	37	49	32	63	39	19	0	0	0	0	0	0
5706	chr15	40845780	40846210	2	1	2	6	0	0	3	3	1	6	2	2
5707	chr15	40847270	40847690	2	17	6	18	5	7	2	0	2	1	1	1
5708	chr15	40857580	40858020	13	20	8	17	13	14	2	1	3	0	0	5
5709	chr15	40865910	40866380	9	31	8	36	15	19	2	0	1	0	0	0
5710	chr15	40937230	40937710	1	3	0	9	0	2	0	3	0	0	5	19
5711	chr15	40941240	40942310	72	199	82	222	117	137	86	126	45	109	39	125
5712	chr15	40999280	40999680	7	12	8	13	10	11	2	6	0	13	0	2
5713	chr15	41249050	41249620	0	7	1	10	2	8	5	10	1	6	3	10
5714	chr15	41258920	41259510	11	55	14	44	20	26	1	2	1	7	1	4
5715	chr15	41283630	41284170	66	151	98	240	98	123	53	56	70	61	22	84
5716	chr15	41284400	41285500	84	322	118	342	97	186	31	42	19	37	22	33
5717	chr15	41620890	41622210	77	313	140	334	191	208	200	227	175	219	79	284
5718	chr15	41661590	41662130	46	61	64	83	55	53	35	33	19	20	20	38
5719	chr15	41940320	41940950	1	11	11	3	14	4	59	57	38	81	26	34
5720	chr15	41944270	41944850	3	6	0	4	1	4	37	46	12	45	8	51
5721	chr15	41945020	41945460	1	3	2	3	1	1	34	28	7	33	5	22
5722	chr15	42056920	42057930	11	26	16	28	9	31	13	17	10	21	7	20
5723	chr15	42581440	42581730	10	27	10	36	17	28	4	3	3	3	1	3
5724	chr15	43122910	43123380	4	11	9	13	5	5	5	5	6	5	2	5
5725	chr15	43248760	43250190	0	0	0	0	0	0	53	31	5	27	14	46
5726	chr15	43531580	43531940	4	7	2	4	2	7	3	9	7	12	3	6
5727	chr15	44207610	44208100	0	0	0	2	0	0	6	5	8	12	1	4
5728	chr15	44296630	44297500	33	41	28	62	36	30	4	8	1	13	0	3
5729	chr15	45166470	45167930	90	288	128	294	156	203	142	198	102	214	53	215
5730	chr15	45198500	45199210	30	129	37	158	50	89	14	42	12	48	5	30
5731	chr15	45278970	45279640	75	170	111	131	98	154	92	39	25	34	15	95
5732	chr15	45445280	45445880	9	16	5	14	8	9	0	0	1	0	0	0
5733	chr15	45448170	45449140	83	146	77	152	57	54	2	0	5	1	0	0
5734	chr15	45456390	45456910	7	27	13	25	4	5	2	3	2	8	1	6
5735	chr15	45645550	45645920	19	31	16	34	22	25	0	0	0	0	0	0
5736	chr15	45705680	45705930	10	9	13	15	7	8	3	0	1	3	2	4
5737	chr15	46442220	46442590	0	0	0	0	0	0	6	9	4	5	2	3
5738	chr15	48469320	48469760	0	1	0	4	2	1	13	2	1	4	10	8
5739	chr15	48896730	48897130	0	0	0	0	0	0	4	0	1	0	5	10
5740	chr15	48975600	48976430	17	37	28	56	32	33	50	56	31	64	28	59
5741	chr15	49627330	49627760	0	3	0	3	1	3	6	6	0	3	2	12
5742	chr15	49831360	49832310	36	80	44	76	45	26	1	1	1	0	2	1
5743	chr15	49847790	49848890	61	98	59	85	54	48	2	1	2	1	2	0
5744	chr15	49856500	49857510	105	252	104	244	90	116	0	0	1	0	0	0
5745	chr15	49865850	49866690	17	49	12	37	22	16	1	0	0	0	1	1
5746	chr15	50137170	50137730	10	21	2	12	17	22	4	10	3	3	1	11
5747	chr15	50164420	50164860	5	15	2	4	14	11	2	6	1	3	0	3
5748	chr15	50166340	50166940	28	36	24	41	34	17	7	8	7	5	7	10
5749	chr15	50876910	50877370	10	21	15	15	18	17	9	0	3	6	1	7
5750	chr15	50884540	50885750	63	156	65	126	89	108	9	13	4	18	7	11
5751	chr15	51030350	51031050	13	27	4	26	28	28	2	2	1	4	0	6
5752	chr15	51132270	51132550	0	4	0	5	9	5	0	0	0	0	0	0
5753	chr15	51132570	51133160	8	17	5	16	22	20	2	1	0	0	1	0
5754	chr15	51332430	51333340	27	32	21	28	39	33	0	1	0	0	0	0
5755	chr15	51869070	51869580	23	39	13	22	28	23	9	7	4	6	1	9
5756	chr15	51874660	51875530	38	88	32	95	58	45	27	27	7	21	7	20
5757	chr15	51982080	51982450	10	20	21	21	8	14	2	5	1	3	2	4
5758	chr15	52076900	52077400	3	10	11	11	11	12	44	15	9	8	23	24
5759	chr15	52093320	52094130	9	14	14	14	8	6	33	40	10	43	3	29
5760	chr15	52094180	52094500	2	7	2	12	5	7	11	14	2	15	1	6
5761	chr15	52143890	52144480	6	20	14	14	24	11	65	34	23	30	14	27
5762	chr15	52288230	52288990	70	151	50	143	118	100	1	1	1	3	3	3
5763	chr15	52857660	52858000	0	0	0	0	0	0	7	8	2	6	3	8
5764	chr15	52858360	52858750	0	1	0	0	0	0	9	8	1	14	7	10
5765	chr15	53536290	53536930	19	20	16	28	34	24	2	0	1	0	1	0
5766	chr15	53559420	53559750	5	13	5	7	4	6	0	0	0	0	0	0
5767	chr15	53588800	53589240	8	30	8	18	5	15	1	2	0	0	0	0
5768	chr15	53589260	53589810	46	68	46	85	41	40	4	3	0	1	0	2
5769	chr15	53591010	53591440	17	26	22	53	38	20	1	0	0	1	0	0
5770	chr15	55221210	55221550	16	15	15	18	12	7	1	4	2	1	1	6
5771	chr15	55282350	55282620	2	10	1	4	3	4	1	1	0	1	1	0
5772	chr15	55498080	55498770	47	149	88	174	73	149	18	20	25	18	16	73
5773	chr15	55627700	55628360	27	87	40	101	41	59	2	5	3	9	2	5
5774	chr15	55791560	55792020	4	3	6	2	7	0	1	0	1	0	0	0
5775	chr15	55868720	55869230	17	35	16	50	24	25	4	5	1	2	6	5
5776	chr15	55897320	55897440	1	12	8	13	11	7	0	0	0	1	0	2
5777	chr15	55897460	55898010	99	182	111	243	149	151	18	12	5	12	12	29
5778	chr15	55909340	55909830	48	78	44	88	115	90	22	22	5	11	12	25
5779	chr15	56019880	56020200	2	3	0	1	0	1	1	13	3	4	0	2
5780	chr15	56040420	56040770	6	14	6	10	3	10	16	11	5	8	9	21
5781	chr15	56060340	56060680	1	2	3	1	2	1	10	17	2	18	7	14
5782	chr15	56245830	56246370	16	66	20	99	44	52	35	19	5	25	6	29
5783	chr15	56805810	56806100	2	2	0	2	1	1	10	6	4	9	1	3
5784	chr15	56886810	56888090	236	645	326	709	358	477	235	278	148	232	134	388
5785	chr15	57306330	57307030	25	40	24	37	36	42	26	47	36	34	19	43
5786	chr15	57323630	57324460	52	79	48	81	69	78	30	26	25	36	14	43
5787	chr15	57327800	57328640	0	1	0	0	0	1	96	65	33	95	19	63
5788	chr15	57334040	57334950	1	0	0	1	0	0	24	23	12	18	8	25
5789	chr15	57356260	57357080	1	0	0	1	0	0	18	22	9	24	6	11
5790	chr15	57485860	57486320	2	2	0	2	0	1	7	6	2	13	0	3
5791	chr15	57505310	57505590	2	11	2	16	2	7	0	0	1	0	0	0
5792	chr15	57551340	57552450	14	33	18	40	14	7	271	118	101	175	45	82
5793	chr15	57610070	57610600	14	27	23	41	23	13	3	4	1	2	3	6
5794	chr15	57667040	57667620	5	3	4	5	7	2	24	17	11	13	26	49
5795	chr15	57873580	57873900	0	0	0	0	0	0	13	3	1	7	0	4
5796	chr15	57874270	57874810	0	0	0	0	0	0	19	30	10	44	5	11
5797	chr15	58331510	58333520	150	398	107	374	163	214	7	4	6	10	3	4
5798	chr15	58440020	58441210	64	175	62	183	79	89	2	7	4	6	3	1
5799	chr15	58442060	58442430	8	11	3	12	6	7	1	1	3	5	0	1
5800	chr15	58469280	58469950	30	66	9	47	27	20	149	214	79	212	39	167
5801	chr15	58472960	58474240	8	32	10	38	14	10	556	614	312	704	167	473
5802	chr15	58521500	58521900	3	6	0	2	3	2	8	7	2	9	4	6
5803	chr15	58545660	58547880	90	180	102	174	115	123	868	773	389	806	207	465
5804	chr15	58551580	58552860	2	6	2	1	7	1	208	151	90	176	43	90
5805	chr15	58574670	58574960	4	11	3	10	1	5	0	0	0	0	0	0
5806	chr15	58793810	58794350	5	11	3	15	9	8	15	12	5	18	2	11
5807	chr15	59200150	59200610	34	49	18	61	35	22	4	3	2	3	6	5
5808	chr15	59237930	59238200	16	39	5	24	18	21	2	0	0	1	0	3
5809	chr15	59244330	59245190	19	67	16	83	27	36	0	3	0	2	2	4
5810	chr15	59273360	59273670	2	9	5	11	8	8	0	0	0	0	0	1
5811	chr15	59273760	59274120	20	26	20	37	36	33	1	1	0	0	1	0
5812	chr15	59274180	59274560	11	23	23	31	43	30	2	2	1	3	0	2
5813	chr15	59276480	59277080	24	82	27	97	54	72	3	0	3	1	1	3
5814	chr15	59283860	59284380	27	98	38	102	56	92	1	1	0	3	3	3
5815	chr15	59294690	59296470	200	338	224	394	419	360	240	202	70	208	79	247
5816	chr15	59300240	59300610	12	46	22	54	20	57	4	6	2	5	1	3
5817	chr15	59350120	59350530	11	58	11	60	42	25	5	5	2	8	2	7
5818	chr15	59410390	59411200	15	32	16	31	27	28	0	0	0	0	0	0
5819	chr15	59553840	59554160	6	8	3	9	10	4	0	1	1	2	0	2
5820	chr15	59569620	59569980	11	36	8	15	21	16	0	0	0	0	0	0
5821	chr15	59570000	59570480	11	24	7	27	16	14	1	0	0	0	0	0
5822	chr15	59594390	59595140	19	75	21	61	34	46	0	0	0	2	1	0
5823	chr15	59828830	59829320	0	0	1	0	0	0	33	37	36	73	9	25
5824	chr15	59829430	59830140	0	0	0	0	1	0	90	64	54	97	6	20
5825	chr15	59830350	59831000	0	0	0	0	0	0	49	26	25	46	4	8
5826	chr15	59919250	59919890	1	2	0	2	0	0	12	7	7	19	1	3
5827	chr15	60006080	60007010	0	0	0	1	1	1	46	34	13	24	14	31
5828	chr15	60127360	60128360	4	8	1	4	8	3	83	66	29	34	41	69
5829	chr15	60137860	60138640	0	0	0	0	0	0	17	23	13	33	7	24
5830	chr15	60370320	60370810	65	202	67	174	176	199	170	240	65	144	41	120
5831	chr15	60371120	60371770	79	308	59	252	183	294	211	343	74	229	56	189
5832	chr15	60390970	60391720	127	497	109	411	410	402	320	740	189	634	115	445
5833	chr15	60393060	60393370	116	371	114	290	374	349	401	412	182	342	71	272
5834	chr15	60394030	60394340	78	259	62	184	182	245	131	263	89	248	78	200
5835	chr15	60396220	60396540	44	127	48	123	128	159	110	265	176	237	50	125
5836	chr15	60402460	60403180	1	3	2	3	1	3	73	82	21	92	4	41
5837	chr15	60408280	60408620	1	9	2	8	5	1	23	19	13	14	3	6
5838	chr15	60420170	60420650	8	25	7	24	21	18	52	44	11	22	8	27
5839	chr15	60470000	60470410	6	14	3	13	14	8	1	3	0	4	1	4
5840	chr15	60758860	60759580	1	2	0	4	1	1	13	21	1	5	14	25
5841	chr15	61227230	61228090	12	14	7	20	14	14	76	40	31	43	23	43
5842	chr15	61555760	61557000	0	1	1	2	5	1	58	52	31	89	14	13
5843	chr15	62068420	62068880	8	4	6	12	11	10	0	0	1	0	0	0
5844	chr15	62112730	62113780	9	11	4	11	43	23	9	13	0	8	7	27
5845	chr15	62119220	62119810	1	12	7	7	12	8	17	23	8	14	8	21
5846	chr15	62389940	62390880	76	392	104	438	148	256	121	223	71	178	83	331
5847	chr15	62391740	62392800	17	67	27	94	51	51	57	101	30	62	71	289
5848	chr15	62402240	62402850	7	8	7	6	1	2	22	25	6	21	14	25
5849	chr15	62403160	62403460	1	1	3	5	0	4	8	6	5	9	4	11
5850	chr15	62470140	62470440	0	2	1	2	1	1	8	3	0	1	5	14
5851	chr15	62506180	62506790	19	54	26	43	19	23	1	4	0	3	0	1
5852	chr15	62740270	62740980	4	9	10	5	3	2	77	52	20	34	16	31
5853	chr15	62769400	62770100	2	15	5	3	8	8	57	69	25	63	14	57
5854	chr15	62770610	62771150	1	7	1	2	4	4	56	48	27	45	11	36
5855	chr15	62821710	62822100	6	14	11	12	4	7	2	4	7	7	1	3
5856	chr15	62850560	62851540	60	93	68	118	50	42	195	204	84	240	62	174
5857	chr15	62886390	62887380	44	77	48	77	35	44	27	4	10	11	6	11
5858	chr15	62895180	62897010	125	212	130	301	81	100	241	327	105	429	47	220
5859	chr15	62898780	62899400	6	8	8	4	6	1	129	232	25	162	31	93
5860	chr15	62900010	62900500	9	12	10	8	12	8	22	30	7	32	0	27
5861	chr15	62928200	62929340	35	31	56	42	31	13	96	84	39	151	19	65
5862	chr15	62940380	62942010	19	27	11	28	42	19	96	79	32	67	53	122
5863	chr15	62975480	62975900	6	8	10	3	10	1	57	17	9	42	9	17
5864	chr15	62976030	62976520	0	0	1	0	0	0	11	24	3	25	4	11
5865	chr15	62985710	62986170	1	0	0	0	0	0	23	9	5	6	4	9
5866	chr15	62999690	63000840	0	0	0	1	0	0	58	61	24	72	13	41
5867	chr15	63013300	63013870	2	4	1	5	1	2	3	0	2	8	0	0
5868	chr15	63044540	63045040	67	162	64	177	78	59	74	88	55	156	16	54
5869	chr15	63052950	63053710	96	258	163	215	212	174	76	90	60	135	16	67
5870	chr15	63088470	63089850	121	213	128	268	131	93	14	11	9	29	4	4
5871	chr15	63096820	63097970	39	99	60	118	59	52	109	68	55	128	22	57
5872	chr15	63107750	63108500	24	25	20	33	22	16	49	34	28	76	15	19
5873	chr15	63234280	63234810	8	30	9	17	14	8	0	2	2	2	0	2
5874	chr15	63364980	63365690	29	134	25	132	73	84	0	0	0	1	0	1
5875	chr15	63371520	63372540	180	407	207	444	263	257	28	12	5	9	10	21
5876	chr15	63380000	63380370	28	36	17	55	32	29	1	0	1	0	0	0
5877	chr15	63436710	63437270	3	25	4	19	21	19	2	0	1	0	0	1
5878	chr15	63449730	63450520	28	86	32	76	47	50	0	1	0	0	0	0
5879	chr15	63476030	63476770	5	18	9	15	4	11	39	28	19	33	9	18
5880	chr15	63500810	63501690	38	133	54	135	81	89	21	45	22	39	10	44
5881	chr15	63600580	63601280	197	335	415	511	300	507	157	172	126	202	112	242
5882	chr15	63896550	63897030	2	5	7	15	10	4	0	1	0	0	0	0
5883	chr15	63945300	63945590	12	17	2	13	5	9	2	4	0	5	1	2
5884	chr15	64017090	64017530	12	9	1	13	8	2	2	1	0	1	0	0
5885	chr15	64071270	64071890	65	115	49	90	66	71	12	21	14	22	7	20
5886	chr15	64444230	64444820	0	13	3	6	13	8	10	12	3	10	6	16
5887	chr15	64460180	64461840	127	394	213	353	281	281	249	251	160	258	96	258
5888	chr15	64835630	64835940	3	14	4	7	3	10	4	12	8	12	3	3
5889	chr15	64883840	64884440	53	106	70	85	66	50	12	11	9	24	2	12
5890	chr15	64893900	64894330	2	0	1	1	0	1	7	10	4	18	4	1
5891	chr15	64897280	64897700	1	4	3	5	10	4	5	4	3	2	2	14
5892	chr15	64897720	64898020	5	6	1	3	15	6	4	2	2	0	7	10
5893	chr15	64985380	64985850	17	40	13	45	19	28	9	19	12	19	8	14
5894	chr15	65033080	65033470	8	11	0	19	8	7	1	1	1	1	1	2
5895	chr15	65057510	65057830	5	11	1	12	4	10	1	0	0	0	0	0
5896	chr15	65295730	65296570	95	371	128	477	142	358	188	168	56	121	55	162
5897	chr15	65303550	65305050	84	287	149	319	152	217	195	232	115	200	123	240
5898	chr15	65408950	65410090	53	153	65	186	97	113	16	23	10	12	0	10
5899	chr15	65413810	65414300	39	56	35	59	58	29	6	6	7	12	7	5
5900	chr15	65415060	65415620	115	157	107	171	151	143	5	6	4	12	3	5
5901	chr15	65420190	65420550	11	33	12	29	13	18	21	24	17	32	3	11
5902	chr15	65832730	65833270	14	32	8	26	16	9	2	4	1	5	3	3
5903	chr15	65870500	65870800	9	42	13	43	18	25	4	18	6	11	3	20
5904	chr15	65870890	65871120	27	39	17	48	39	25	8	9	6	21	1	7
5905	chr15	65902310	65902740	10	50	12	50	19	16	14	15	10	24	6	21
5906	chr15	66346500	66346770	1	5	2	5	2	3	3	5	4	8	3	4
5907	chr15	66369850	66370490	18	25	21	39	12	29	13	8	4	9	4	10
5908	chr15	66617370	66618120	18	41	25	30	29	16	72	59	37	67	17	48
5909	chr15	66621670	66622000	0	0	0	0	0	0	3	4	8	4	1	3
5910	chr15	66765730	66766100	19	82	30	59	35	33	4	2	3	3	1	7
5911	chr15	66766630	66767270	54	155	31	167	50	70	8	10	2	11	3	7
5912	chr15	66779780	66780360	36	66	24	64	29	22	6	3	8	15	3	5
5913	chr15	66802010	66802310	0	1	1	1	2	3	20	6	20	23	3	7
5914	chr15	66802490	66803560	7	24	7	29	12	13	58	46	33	54	16	22
5915	chr15	66830360	66830610	2	5	1	5	4	1	0	0	0	1	0	0
5916	chr15	66841830	66843440	170	306	233	364	205	174	212	181	165	274	63	110
5917	chr15	66931710	66931920	9	24	16	30	8	13	1	4	0	4	0	6
5918	chr15	66931940	66932440	22	41	13	45	20	14	3	4	1	5	1	7
5919	chr15	67013510	67014310	0	0	0	0	0	1	36	49	13	36	26	70
5920	chr15	67044140	67044880	17	25	12	25	18	10	17	19	16	25	2	20
5921	chr15	67048100	67049610	71	136	49	130	71	56	55	48	29	59	12	43
5922	chr15	67049900	67050230	6	13	5	12	3	4	5	3	0	2	0	1
5923	chr15	67070030	67070470	15	53	10	42	13	32	7	21	8	10	5	32
5924	chr15	67097980	67098440	20	56	21	43	5	22	27	31	7	12	7	43
5925	chr15	67106600	67107390	60	152	56	170	63	44	123	139	64	104	42	127
5926	chr15	67126840	67127300	71	194	70	212	68	65	30	56	25	48	16	36
5927	chr15	67127410	67128350	75	223	101	194	76	72	82	62	33	61	15	40
5928	chr15	67134260	67134670	33	67	31	69	29	25	12	24	6	14	10	19
